10	250	100	0.00243563	
10	500	100	0.00956691	
10	750	100	0.0211404	
10	1000	100	0.0369156	
10	1250	100	0.0566639	
10	1500	100	0.0801682	
10	1750	100	0.107222	
10	2000	100	0.137631	
10	2250	100	0.171207	
10	2500	100	0.207774	
10	2750	100	0.247165	
10	3000	100	0.289218	
10	3250	100	0.333784	
10	3500	100	0.380716	
10	3750	100	0.429879	
10	4000	100	0.481142	
10	4250	100	0.53438	
10	4500	100	0.589476	
10	4750	100	0.646318	
10	5000	100	0.704799	
10	5250	100	0.764817	
10	5500	100	0.826276	
10	5750	100	0.889085	
10	6000	100	0.953156	
10	6250	100	1.01841	
10	6500	100	1.08476	
10	6750	100	1.15213	
10	7000	100	1.22046	
10	7250	100	1.28967	
10	7500	100	1.3597	
10	7750	100	1.43049	
10	8000	100	1.50199	
10	8250	100	1.57412	
10	8500	100	1.64685	
10	8750	100	1.72012	
10	9000	100	1.79388	
10	9250	100	1.86808	
10	9500	100	1.94269	
10	9750	100	2.01766	
10	10000	100	2.09296	
20	250	100	0.00486725	
20	500	100	0.0191182	
20	750	100	0.0422466	
20	1000	100	0.0737719	
20	1250	100	0.113237	
20	1500	100	0.16021	
20	1750	100	0.214277	
20	2000	100	0.275048	
20	2250	100	0.34215	
20	2500	100	0.415232	
20	2750	100	0.493956	
20	3000	100	0.578004	
20	3250	100	0.667072	
20	3500	100	0.760873	
20	3750	100	0.859132	
20	4000	100	0.961589	
20	4250	100	1.068	
20	4500	100	1.17812	
20	4750	100	1.29173	
20	5000	100	1.40862	
20	5250	100	1.52858	
20	5500	100	1.65143	
20	5750	100	1.77697	
20	6000	100	1.90504	
20	6250	100	2.03546	
20	6500	100	2.16809	
20	6750	100	2.30276	
20	7000	100	2.43934	
20	7250	100	2.57769	
20	7500	100	2.71769	
20	7750	100	2.8592	
20	8000	100	3.00211	
20	8250	100	3.14631	
20	8500	100	3.29169	
20	8750	100	3.43816	
20	9000	100	3.58561	
20	9250	100	3.73396	
20	9500	100	3.88311	
20	9750	100	4.03299	
20	10000	100	4.18351	
30	250	100	0.00729487	
30	500	100	0.0286539	
30	750	100	0.0633187	
30	1000	100	0.110569	
30	1250	100	0.169721	
30	1500	100	0.240125	
30	1750	100	0.321164	
30	2000	100	0.412252	
30	2250	100	0.512831	
30	2500	100	0.622373	
30	2750	100	0.740374	
30	3000	100	0.866357	
30	3250	100	0.999866	
30	3500	100	1.14047	
30	3750	100	1.28776	
30	4000	100	1.44134	
30	4250	100	1.60085	
30	4500	100	1.76592	
30	4750	100	1.93623	
30	5000	100	2.11146	
30	5250	100	2.29129	
30	5500	100	2.47545	
30	5750	100	2.66365	
30	6000	100	2.85564	
30	6250	100	3.05117	
30	6500	100	3.24999	
30	6750	100	3.45189	
30	7000	100	3.65665	
30	7250	100	3.86407	
30	7500	100	4.07395	
30	7750	100	4.28611	
30	8000	100	4.50037	
30	8250	100	4.71656	
30	8500	100	4.93454	
30	8750	100	5.15413	
30	9000	100	5.37521	
30	9250	100	5.59762	
30	9500	100	5.82125	
30	9750	100	6.04597	
30	10000	100	6.27166	
40	250	100	0.00971849	
40	500	100	0.038174	
40	750	100	0.0843566	
40	1000	100	0.147307	
40	1250	100	0.226115	
40	1500	100	0.319914	
40	1750	100	0.427884	
40	2000	100	0.549243	
40	2250	100	0.683249	
40	2500	100	0.829198	
40	2750	100	0.98642	
40	3000	100	1.15428	
40	3250	100	1.33217	
40	3500	100	1.51951	
40	3750	100	1.71576	
40	4000	100	1.9204	
40	4250	100	2.13294	
40	4500	100	2.3529	
40	4750	100	2.57983	
40	5000	100	2.81332	
40	5250	100	3.05295	
40	5500	100	3.29835	
40	5750	100	3.54914	
40	6000	100	3.80497	
40	6250	100	4.06552	
40	6500	100	4.33048	
40	6750	100	4.59953	
40	7000	100	4.8724	
40	7250	100	5.14881	
40	7500	100	5.4285	
40	7750	100	5.71123	
40	8000	100	5.99677	
40	8250	100	6.28489	
40	8500	100	6.57538	
40	8750	100	6.86803	
40	9000	100	7.16266	
40	9250	100	7.45909	
40	9500	100	7.75713	
40	9750	100	8.05662	
40	10000	100	8.35741	
50	250	100	0.0121381	
50	500	100	0.0476786	
50	750	100	0.105361	
50	1000	100	0.183986	
50	1250	100	0.282419	
50	1500	100	0.399578	
50	1750	100	0.534437	
50	2000	100	0.686022	
50	2250	100	0.853406	
50	2500	100	1.03571	
50	2750	100	1.2321	
50	3000	100	1.44177	
50	3250	100	1.66397	
50	3500	100	1.89799	
50	3750	100	2.14314	
50	4000	100	2.39878	
50	4250	100	2.66427	
50	4500	100	2.93904	
50	4750	100	3.22253	
50	5000	100	3.51421	
50	5250	100	3.81356	
50	5500	100	4.12012	
50	5750	100	4.43342	
50	6000	100	4.75303	
50	6250	100	5.07854	
50	6500	100	5.40954	
50	6750	100	5.74567	
50	7000	100	6.08657	
50	7250	100	6.4319	
50	7500	100	6.78134	
50	7750	100	7.13458	
50	8000	100	7.49132	
50	8250	100	7.85129	
50	8500	100	8.21422	
50	8750	100	8.57987	
50	9000	100	8.94799	
50	9250	100	9.31835	
50	9500	100	9.69074	
50	9750	100	10.0649	
50	10000	100	10.4408	
60	250	100	0.0145538	
60	500	100	0.0571677	
60	750	100	0.12633	
60	1000	100	0.220607	
60	1250	100	0.338633	
60	1500	100	0.479115	
60	1750	100	0.640823	
60	2000	100	0.822588	
60	2250	100	1.0233	
60	2500	100	1.24191	
60	2750	100	1.4774	
60	3000	100	1.72883	
60	3250	100	1.99529	
60	3500	100	2.27592	
60	3750	100	2.5699	
60	4000	100	2.87646	
60	4250	100	3.19484	
60	4500	100	3.52435	
60	4750	100	3.86433	
60	5000	100	4.21412	
60	5250	100	4.57313	
60	5500	100	4.94078	
60	5750	100	5.31652	
60	6000	100	5.69983	
60	6250	100	6.09021	
60	6500	100	6.48719	
60	6750	100	6.89033	
60	7000	100	7.29919	
60	7250	100	7.71336	
60	7500	100	8.13247	
60	7750	100	8.55613	
60	8000	100	8.98401	
60	8250	100	9.41576	
60	8500	100	9.85108	
60	8750	100	10.2896	
60	9000	100	10.7312	
60	9250	100	11.1754	
60	9500	100	11.6221	
60	9750	100	12.0709	
60	10000	100	12.5217	
70	250	100	0.0169655	
70	500	100	0.0666414	
70	750	100	0.147266	
70	1000	100	0.257168	
70	1250	100	0.394758	
70	1500	100	0.558528	
70	1750	100	0.747043	
70	2000	100	0.958944	
70	2250	100	1.19293	
70	2500	100	1.44779	
70	2750	100	1.72233	
70	3000	100	2.01546	
70	3250	100	2.32612	
70	3500	100	2.65329	
70	3750	100	2.99604	
70	4000	100	3.35345	
70	4250	100	3.72465	
70	4500	100	4.10884	
70	4750	100	4.50522	
70	5000	100	4.91306	
70	5250	100	5.33165	
70	5500	100	5.76031	
70	5750	100	6.19842	
70	6000	100	6.64535	
70	6250	100	7.10054	
70	6500	100	7.56343	
70	6750	100	8.03349	
70	7000	100	8.51024	
70	7250	100	8.99318	
70	7500	100	9.48189	
70	7750	100	9.97591	
70	8000	100	10.4749	
70	8250	100	10.9783	
70	8500	100	11.4859	
70	8750	100	11.9974	
70	9000	100	12.5122	
70	9250	100	13.0303	
70	9500	100	13.5512	
70	9750	100	14.0746	
70	10000	100	14.6003	
80	250	100	0.0193732	
80	500	100	0.0760996	
80	750	100	0.168169	
80	1000	100	0.293671	
80	1250	100	0.450794	
80	1500	100	0.637815	
80	1750	100	0.853097	
80	2000	100	1.09509	
80	2250	100	1.36231	
80	2500	100	1.65336	
80	2750	100	1.9669	
80	3000	100	2.30166	
80	3250	100	2.65645	
80	3500	100	3.03011	
80	3750	100	3.42156	
80	4000	100	3.82975	
80	4250	100	4.25371	
80	4500	100	4.6925	
80	4750	100	5.14522	
80	5000	100	5.61103	
80	5250	100	6.08912	
80	5500	100	6.57873	
80	5750	100	7.07913	
80	6000	100	7.58961	
80	6250	100	8.10953	
80	6500	100	8.63825	
80	6750	100	9.17517	
80	7000	100	9.71973	
80	7250	100	10.2714	
80	7500	100	10.8296	
80	7750	100	11.3939	
80	8000	100	11.9638	
80	8250	100	12.539	
80	8500	100	13.1188	
80	8750	100	13.703	
80	9000	100	14.2912	
80	9250	100	14.883	
80	9500	100	15.478	
80	9750	100	16.0759	
80	10000	100	16.6765	
90	250	100	0.021777	
90	500	100	0.0855424	
90	750	100	0.189037	
90	1000	100	0.330116	
90	1250	100	0.506741	
90	1500	100	0.716977	
90	1750	100	0.958986	
90	2000	100	1.23102	
90	2250	100	1.53142	
90	2500	100	1.85861	
90	2750	100	2.21109	
90	3000	100	2.58744	
90	3250	100	2.9863	
90	3500	100	3.40638	
90	3750	100	3.84646	
90	4000	100	4.30537	
90	4250	100	4.78201	
90	4500	100	5.27533	
90	4750	100	5.78432	
90	5000	100	6.30803	
90	5250	100	6.84556	
90	5500	100	7.39604	
90	5750	100	7.95865	
90	6000	100	8.53261	
90	6250	100	9.11718	
90	6500	100	9.71166	
90	6750	100	10.3154	
90	7000	100	10.9277	
90	7250	100	11.5479	
90	7500	100	12.1756	
90	7750	100	12.8101	
90	8000	100	13.451	
90	8250	100	14.0977	
90	8500	100	14.7497	
90	8750	100	15.4066	
90	9000	100	16.068	
90	9250	100	16.7334	
90	9500	100	17.4025	
90	9750	100	18.0749	
90	10000	100	18.7503	
100	250	100	0.0241768	
100	500	100	0.0949698	
100	750	100	0.209872	
100	1000	100	0.366502	
100	1250	100	0.562599	
100	1500	100	0.796015	
100	1750	100	1.06471	
100	2000	100	1.36674	
100	2250	100	1.70028	
100	2500	100	2.06356	
100	2750	100	2.45492	
100	3000	100	2.87279	
100	3250	100	3.31565	
100	3500	100	3.78209	
100	3750	100	4.27074	
100	4000	100	4.7803	
100	4250	100	5.30956	
100	4500	100	5.85734	
100	4750	100	6.42253	
100	5000	100	7.00407	
100	5250	100	7.60095	
100	5500	100	8.21223	
100	5750	100	8.83698	
100	6000	100	9.47435	
100	6250	100	10.1235	
100	6500	100	10.7837	
100	6750	100	11.4541	
100	7000	100	12.134	
100	7250	100	12.8229	
100	7500	100	13.5199	
100	7750	100	14.2246	
100	8000	100	14.9363	
100	8250	100	15.6545	
100	8500	100	16.3786	
100	8750	100	17.1082	
100	9000	100	17.8427	
100	9250	100	18.5817	
100	9500	100	19.3249	
100	9750	100	20.0716	
100	10000	100	20.8217	
110	250	100	0.0265727	
110	500	100	0.104382	
110	750	100	0.230673	
110	1000	100	0.40283	
110	1250	100	0.618368	
110	1500	100	0.874928	
110	1750	100	1.17027	
110	2000	100	1.50226	
110	2250	100	1.86887	
110	2500	100	2.26819	
110	2750	100	2.69838	
110	3000	100	3.15771	
110	3250	100	3.64452	
110	3500	100	4.15725	
110	3750	100	4.6944	
110	4000	100	5.25455	
110	4250	100	5.83635	
110	4500	100	6.43852	
110	4750	100	7.05984	
110	5000	100	7.69913	
110	5250	100	8.35531	
110	5500	100	9.02731	
110	5750	100	9.71413	
110	6000	100	10.4148	
110	6250	100	11.1285	
110	6500	100	11.8543	
110	6750	100	12.5913	
110	7000	100	13.3389	
110	7250	100	14.0962	
110	7500	100	14.8625	
110	7750	100	15.6373	
110	8000	100	16.4198	
110	8250	100	17.2094	
110	8500	100	18.0055	
110	8750	100	18.8077	
110	9000	100	19.6153	
110	9250	100	20.4279	
110	9500	100	21.2449	
110	9750	100	22.066	
110	10000	100	22.8907	
120	250	100	0.0289647	
120	500	100	0.113779	
120	750	100	0.25144	
120	1000	100	0.4391	
120	1250	100	0.674049	
120	1500	100	0.953717	
120	1750	100	1.27566	
120	2000	100	1.63756	
120	2250	100	2.03721	
120	2500	100	2.47251	
120	2750	100	2.94148	
120	3000	100	3.44221	
120	3250	100	3.97291	
120	3500	100	4.53186	
120	3750	100	5.11745	
120	4000	100	5.72812	
120	4250	100	6.3624	
120	4500	100	7.01889	
120	4750	100	7.69625	
120	5000	100	8.39324	
120	5250	100	9.10862	
120	5500	100	9.84127	
120	5750	100	10.5901	
120	6000	100	11.354	
120	6250	100	12.1321	
120	6500	100	12.9234	
120	6750	100	13.7271	
120	7000	100	14.5421	
