10	10	10	1263	
10	10	20	711	
10	10	30	1995	
10	10	40	449	
10	10	50	1305	
10	10	60	1210	
10	10	70	775	
10	10	80	285	
10	10	90	51	
10	10	100	843	
10	20	10	369	
10	20	20	1452	
10	20	30	741	
10	20	40	1684	
10	20	50	1469	
10	20	60	1143	
10	20	70	354	
10	20	80	1915	
10	20	90	531	
10	20	100	1850	
10	30	10	448	
10	30	20	748	
10	30	30	176	
10	30	40	1281	
10	30	50	362	
10	30	60	91	
10	30	70	1447	
10	30	80	695	
10	30	90	1322	
10	30	100	768	
10	40	10	1255	
10	40	20	44	
10	40	30	1822	
10	40	40	1602	
10	40	50	1492	
10	40	60	1627	
10	40	70	767	
10	40	80	1235	
10	40	90	1151	
10	40	100	1061	
10	50	10	551	
10	50	20	498	
10	50	30	904	
10	50	40	456	
10	50	50	1609	
10	50	60	1973	
10	50	70	60	
10	50	80	1072	
10	50	90	175	
10	50	100	1605	
10	60	10	1979	
10	60	20	134	
10	60	30	1879	
10	60	40	37	
10	60	50	1368	
10	60	60	1568	
10	60	70	1069	
10	60	80	1771	
10	60	90	1799	
10	60	100	1252	
10	70	10	276	
10	70	20	436	
10	70	30	365	
10	70	40	84	
10	70	50	214	
10	70	60	1233	
10	70	70	1880	
10	70	80	709	
10	70	90	822	
10	70	100	1969	
10	80	10	1892	
10	80	20	1354	
10	80	30	1977	
10	80	40	1534	
10	80	50	674	
10	80	60	1325	
10	80	70	489	
10	80	80	592	
10	80	90	1361	
10	80	100	1056	
10	90	10	824	
10	90	20	1206	
10	90	30	1502	
10	90	40	1168	
10	90	50	1104	
10	90	60	1168	
10	90	70	1024	
10	90	80	166	
10	90	90	1440	
10	90	100	1993	
10	100	10	710	
10	100	20	1943	
10	100	30	693	
10	100	40	1774	
10	100	50	910	
10	100	60	827	
10	100	70	436	
10	100	80	252	
10	100	90	618	
10	100	100	1453	
20	10	10	1566	
20	10	20	1388	
20	10	30	20	
20	10	40	1687	
20	10	50	1845	
20	10	60	1542	
20	10	70	86	
20	10	80	757	
20	10	90	1409	
20	10	100	1460	
20	20	10	449	
20	20	20	539	
20	20	30	1347	
20	20	40	955	
20	20	50	1248	
20	20	60	473	
20	20	70	355	
20	20	80	1660	
20	20	90	1534	
20	20	100	1869	
20	30	10	216	
20	30	20	365	
20	30	30	199	
20	30	40	980	
20	30	50	387	
20	30	60	1792	
20	30	70	199	
20	30	80	89	
20	30	90	1115	
20	30	100	1545	
20	40	10	624	
20	40	20	358	
20	40	30	678	
20	40	40	421	
20	40	50	1021	
20	40	60	1813	
20	40	70	1258	
20	40	80	204	
20	40	90	782	
20	40	100	110	
20	50	10	1003	
20	50	20	864	
20	50	30	1996	
20	50	40	1624	
20	50	50	972	
20	50	60	1789	
20	50	70	276	
20	50	80	781	
20	50	90	1855	
20	50	100	1835	
20	60	10	1428	
20	60	20	1237	
20	60	30	687	
20	60	40	1873	
20	60	50	250	
20	60	60	1462	
20	60	70	1293	
20	60	80	1667	
20	60	90	797	
20	60	100	1500	
20	70	10	1671	
20	70	20	645	
20	70	30	1105	
20	70	40	1959	
20	70	50	1099	
20	70	60	661	
20	70	70	1239	
20	70	80	722	
20	70	90	1514	
20	70	100	828	
20	80	10	985	
20	80	20	1390	
20	80	30	1946	
20	80	40	656	
20	80	50	1676	
20	80	60	1479	
20	80	70	1909	
20	80	80	64	
20	80	90	714	
20	80	100	1326	
20	90	10	564	
20	90	20	461	
20	90	30	1423	
20	90	40	1250	
20	90	50	1182	
20	90	60	1321	
20	90	70	96	
20	90	80	698	
20	90	90	903	
20	90	100	482	
20	100	10	1431	
20	100	20	1713	
20	100	30	564	
20	100	40	1463	
20	100	50	276	
20	100	60	1674	
20	100	70	278	
20	100	80	1177	
20	100	90	733	
20	100	100	1614	
30	10	10	1008	
30	10	20	980	
30	10	30	1755	
30	10	40	707	
30	10	50	899	
30	10	60	1928	
30	10	70	85	
30	10	80	1946	
30	10	90	379	
30	10	100	1335	
30	20	10	1173	
30	20	20	1351	
30	20	30	723	
30	20	40	1241	
30	20	50	1623	
30	20	60	39	
30	20	70	168	
30	20	80	1950	
30	20	90	1303	
30	20	100	463	
30	30	10	807	
30	30	20	245	
30	30	30	537	
30	30	40	516	
30	30	50	664	
30	30	60	305	
30	30	70	697	
30	30	80	244	
30	30	90	1769	
30	30	100	189	
30	40	10	1861	
30	40	20	799	
30	40	30	95	
30	40	40	685	
30	40	50	1472	
30	40	60	1590	
30	40	70	1090	
30	40	80	1373	
30	40	90	1788	
30	40	100	110	
30	50	10	608	
30	50	20	93	
30	50	30	391	
30	50	40	1441	
30	50	50	1444	
30	50	60	1756	
30	50	70	1165	
30	50	80	142	
30	50	90	1846	
30	50	100	1601	
30	60	10	572	
30	60	20	1088	
30	60	30	1970	
30	60	40	1432	
30	60	50	1678	
30	60	60	867	
30	60	70	942	
30	60	80	1122	
30	60	90	539	
30	60	100	1499	
30	70	10	1008	
30	70	20	1294	
30	70	30	616	
30	70	40	278	
30	70	50	952	
30	70	60	725	
30	70	70	1577	
30	70	80	1561	
30	70	90	1338	
30	70	100	268	
30	80	10	44	
30	80	20	1120	
30	80	30	602	
30	80	40	1879	
30	80	50	1962	
30	80	60	574	
30	80	70	1602	
30	80	80	1793	
30	80	90	1196	
30	80	100	1769	
30	90	10	1888	
30	90	20	1099	
30	90	30	1457	
30	90	40	1154	
30	90	50	52	
30	90	60	894	
30	90	70	1293	
30	90	80	1043	
30	90	90	745	
30	90	100	1875	
30	100	10	1660	
30	100	20	1699	
30	100	30	746	
30	100	40	1187	
30	100	50	1746	
30	100	60	1868	
30	100	70	1337	
30	100	80	414	
30	100	90	1308	
30	100	100	145	
40	10	10	814	
40	10	20	1334	
40	10	30	1868	
40	10	40	1622	
40	10	50	970	
40	10	60	1514	
40	10	70	835	
40	10	80	1944	
40	10	90	1976	
40	10	100	1729	
40	20	10	778	
40	20	20	910	
40	20	30	494	
40	20	40	1569	
40	20	50	1766	
40	20	60	1828	
40	20	70	1117	
40	20	80	1198	
40	20	90	298	
40	20	100	1800	
40	30	10	901	
40	30	20	412	
40	30	30	1800	
40	30	40	1526	
40	30	50	1765	
40	30	60	570	
40	30	70	1347	
40	30	80	1329	
40	30	90	246	
40	30	100	815	
40	40	10	551	
40	40	20	1434	
40	40	30	567	
40	40	40	1793	
40	40	50	1654	
40	40	60	781	
40	40	70	996	
40	40	80	1390	
40	40	90	1669	
40	40	100	1220	
40	50	10	1150	
40	50	20	653	
40	50	30	913	
40	50	40	1428	
40	50	50	1769	
40	50	60	1442	
40	50	70	38	
40	50	80	1350	
40	50	90	878	
40	50	100	876	
40	60	10	235	
40	60	20	1630	
40	60	30	650	
40	60	40	493	
40	60	50	686	
40	60	60	752	
40	60	70	1094	
40	60	80	1124	
40	60	90	792	
40	60	100	797	
40	70	10	1031	
40	70	20	1316	
40	70	30	1902	
40	70	40	1445	
40	70	50	801	
40	70	60	1664	
40	70	70	269	
40	70	80	121	
40	70	90	169	
40	70	100	328	
40	80	10	649	
40	80	20	604	
40	80	30	24	
40	80	40	1080	
40	80	50	191	
40	80	60	294	
40	80	70	1263	
40	80	80	1719	
40	80	90	1949	
40	80	100	1142	
40	90	10	1994	
40	90	20	1108	
40	90	30	1031	
40	90	40	662	
40	90	50	861	
40	90	60	984	
40	90	70	143	
40	90	80	1776	
40	90	90	130	
40	90	100	873	
40	100	10	1654	
40	100	20	790	
40	100	30	1227	
40	100	40	1638	
40	100	50	1773	
40	100	60	1863	
40	100	70	382	
40	100	80	518	
40	100	90	1796	
40	100	100	1187	
50	10	10	1008	
